ID,Name,Address,Category,Neighborhood,Rating,Reviews,Price,Score,Lat,Lng,Phone,YelpID,Stage,LastUpdated
PENN-080,Chinatown Express,"746 6th St NW, Washington, DC, DC, 20001",Restaurant,Penn Quarter / Chinatown,2.8,1592,$$,74,38.89957,-77.0202,+12026380424,QQnMCpPJTqDjeTIHK1TFzw,Not Started,
PENN-081,Marianne’s by DC Central Kitchen,"901 G St NW, Washington, DC, DC, 20001",Cafe,Penn Quarter / Chinatown,4.6,19,,74,38.89872,-77.02477,,yylGkkeZXEY4tzEhCF6-Nw,Not Started,
PENN-082,Del Frisco's Double Eagle Steakhouse,"950 I St NW, Washington, DC, DC, 20001",Restaurant,Penn Quarter / Chinatown,3.5,1150,$$$,74,38.90064702129052,-77.02487374461532,+12022890201,4SUXI6IE9EZNultFqDtH9A,Not Started,
PENN-083,Astro Doughnuts & Fried Chicken,"1308 G St NW, Washington, DC, DC, 20005",Restaurant,Penn Quarter / Chinatown,3.8,1416,$,74,38.8981751,-77.0299405,+12028095565,o9ayRcEwrAIXf6vbybt7Mw,Not Started,
PENN-084,Fogo de Chão Brazilian Steakhouse,"1101 Pennsylvania Ave NW, Washington Dc, DC, 20004",Restaurant,Penn Quarter / Chinatown,4.2,2436,$$$,74,38.89521387213743,-77.02732509728189,+12023474668,GlAT_ksg5ftJ87PXwXmoVA,Not Started,
PENN-085,Art and Soul,"415 New Jersey Ave NW, Washington, DC, DC, 20001",Restaurant,Penn Quarter / Chinatown,3.4,1094,$$,74,38.895326,-77.010802,+12023937777,fmZdFVn9668CIE6CGftLnA,Not Started,
PENN-086,Gong Cha,"716 7th St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,3.1,12,,74,38.899070174500785,-77.0223293,+12027350693,GCgtH4B31mgD26KDEr4JCQ,Not Started,
PENN-087,Compass Coffee,"435 11th St NW, Washington, DC, DC, 20004",Coffee,Penn Quarter / Chinatown,3.7,14,$,74,38.89597,-77.02681,+12027465510,15238sjvNaB9OBOfy0jyZw,Not Started,
GTWN-058,Lutèce,"1522 Wisconsin Ave NW, Washington, DC, DC, 20007",Bar,Georgetown,4.4,243,,74,38.90942537376213,-77.0645419131398,+12023338830,9OnxdYEAyivZnqQhFsYEJA,Not Started,
GTWN-059,Bar a Vin,"1035 31st St NW, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.6,75,$$,74,38.90358,-77.06089,+12029652606,Seaqdz-fnSOtGxC1yZJOIw,Not Started,
GTWN-060,Key Bridge Terrace,"1325 Wilson Blvd, Arlington, VA, 22209",Bar,Georgetown,3.8,14,$$,74,38.8951425,-77.0727915,+17039084750,HZI8Qo6FJxDVomQaBNAXNA,Not Started,
GTWN-061,Meow Maison,"1336 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,5.0,12,,74,38.90759047607933,-77.06356939999999,+12022407096,8AQhe3hti77L2KeWLSZyLQ,Not Started,
GTWN-062,Kafe Leopold,"3315 Cadys Aly NW, Washington, DC, DC, 20007",Restaurant,Georgetown,3.7,1540,$$,74,38.9048442,-77.06647567264423,+12029656005,ealEitOQMxEKUJSGLxFwfg,Not Started,
GTWN-063,Pho 75,"1721 Wilson Blvd, Arlington, VA, 22209",Restaurant,Georgetown,4.1,2173,$$,74,38.8941969403826,-77.0788539337479,+17035257355,Ek_-kvajIvVJbi3ll4pMww,Not Started,
GLOV-007,2 Amys Neapolitan Pizzeria,"3715 Macomb St NW, Washington, DC, DC, 20016",Restaurant,Glover Park / Cathedral,3.9,1865,$$,74,38.93368,-77.0731,+12028855700,TrCwRjom3hT-vZ-8y_zTug,Not Started,
GLOV-008,Medium Rare,"3500 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Glover Park / Cathedral,3.8,1237,$$$,74,38.935770888042,-77.058927310067,+12022371432,IzT4n5qDMzF6fJ33-wwdDw,Not Started,
NOMA-010,Treehouse Rooftop,"411 New York Ave NE, Washington, DC, DC, 20002",Bar,NoMa / Union Market,3.8,83,$$,74,38.91089365691521,-76.99753875994404,+12029904844,DiqFu_tsgP5MQJY6nl0cSw,Not Started,
NOMA-011,Caseys Coffee,"750 1st St NE, Washington, DC, DC, 20002",Coffee,NoMa / Union Market,3.4,12,,74,38.89976056444407,-77.00715023837036,,FrNWTBUXacums24H7_x-nA,Not Started,
DUP-185,Pizzeria Paradiso - Dupont Circle,"2003 P St NW, Washington, DC, DC, 20036",Bar,Dupont Circle,3.9,1222,$$,73,38.9098109186293,-77.0451466967047,+12022231245,JpC8FnVYC722GFeuhGzRxA,Not Started,
DUP-186,Gerrard Street Kitchen,"1515 Rhode Island Ave NW, Washington, DC, DC, 20005",Bar,Dupont Circle,4.3,86,,73,38.90790686353725,-77.03531939999809,+12025217171,Ni1ED4cHXlEmTU98uhuMvw,Not Started,
DUP-187,Jardenea,"2430 Pennsylvania Ave NW, Washington, DC, DC, 20037",Bar,Dupont Circle,4.0,175,$$,73,38.9032571954831,-77.052698135376,+12029556400,6jrkIFhkojiLnNFBMiRMJQ,Not Started,
DUP-188,The Crown & Crow,"1317 14th St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,4.5,174,$$,73,38.90783,-77.03162,+12027637552,SeMdSWa_hes_r0XhvudlSg,Not Started,
DUP-189,Salazar,"1819 14th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,4.4,214,$$,73,38.91469,-77.03155,+12026216114,WHd6CNRgzxPgW8CLj-1YjA,Not Started,
DUP-190,Grazie Mille,"1100 15th St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,4.0,74,,73,38.90404153912157,-77.0348573,,7NsXgs1VNZPIG8kE-ZFWXw,Not Started,
DUP-191,Dovetail Bar & Restaurant,"1430 Rhode Island Ave NW, Washington, DC, DC, 20005",Bar,Dupont Circle,4.1,71,,73,38.908074,-77.032967,+12027423150,iAyIGcuzveiegy0IPa58ng,Not Started,
DUP-192,Bar Japonais,"1520 14th St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,4.1,82,,73,38.91027331527392,-77.03220131512505,+12025197666,mlEvVV497cpEb-PiZQB7Og,Not Started,
DUP-193,Licht Cafe,"1520 U St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,4.7,15,,73,38.9168369,-77.03546067607505,+12026304669,fINwWFipVthGYxnfo120KA,Not Started,
DUP-194,Players Club,"1400 14th St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,3.0,182,$$,73,38.909111,-77.032158,+12029864730,E6KJmPp1CEPWi194DKd_VQ,Not Started,
DUP-195,ala,"1320 19th St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.2,1228,$$$,73,38.9081,-77.04377,,Kum_yBojFgplX6U68iUR4g,Not Started,
DUP-196,Iron Gate,"1734 N St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.0,811,$$$,73,38.9071662479801,-77.039715307664,+12025245202,XNRDnKyd6RZL-WyOt_yaXg,Not Started,
DUP-197,Gypsy Kitchen DC,"1825 14th St NW, Washington, DC, DC, 20009",Restaurant,Dupont Circle,4.3,1003,$$,73,38.91488,-77.03155,+12027650500,uDeOuGCBMFgGE0c5WjxH1g,Not Started,
DUP-198,Da Hong Pao,"1409 14th St NW, Washington, DC, DC, 20005",Restaurant,Dupont Circle,3.9,1120,$$,73,38.9093783217825,-77.03174,+12028467229,gLCGsMhmAOJ0ak8qawkUhg,Not Started,
DUP-199,Starbucks,"1501 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,3.0,153,$$,73,38.91051,-77.0436304886484,+12025881280,h78zbN5P-iYWk2c-uvtOMQ,Not Started,
DUP-200,Death Punch,"2321 18th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,3.6,72,,73,38.92028684386511,-77.04157049999999,+12024502151,kaIiH7J6Xj3Uwj8zPpgcWw,Not Started,
DUP-201,Blu Restaurant,"1170 22nd St NW, Washington, DC, DC, 20037",Cafe,Dupont Circle,3.0,16,$$,73,38.9046531915665,-77.0488196611404,+12029746638,n_o2l9BhOxQzYh5WtGuz6w,Not Started,
LOG-062,Flash,"645 Florida Ave NW, Washington, DC, DC, 20001",Bar,Logan Circle,3.1,213,$$,73,38.91625,-77.02144,+12028278791,kE6Az4WPvoLN2s-ldzmukA,Not Started,
LOG-063,Solly's Tavern,"1942 11th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,3.5,212,$,73,38.916886768182,-77.027219144205,+12022326590,al1oAShKmXoS7cjEdTSEYw,Not Started,
LOG-064,Pearl Dive Oyster Palace,"1612 14th St NW, Washington, DC, DC, 20009",Restaurant,Logan Circle,4.1,1126,$$$,73,38.9116287,-77.0323563,+12023191612,cyIX1q9bVjSKkhx1Cw9eLA,Not Started,
14TH-025,The Town Tavern,"2323 18th St NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,3.2,176,$,73,38.9203262329102,-77.0415725708008,+12023878696,yB5_ypy77U8-fh-4PBk4_w,Not Started,
14TH-026,Perry's Restaurant,"1811 Columbia Rd NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,3.9,954,$$,73,38.92212,-77.04356,+12022346218,Ua0BNpDk35zXEpvxV3zKtw,Not Started,
14TH-027,Land of a Thousand Hills Coffee,"2601 14th St NW, Washington, DC, DC, 20009",Coffee,14th Street Corridor,4.0,11,,73,38.923931317548025,-77.03195496503962,,YxFzFtNIOFwX58ysT9ct2g,Not Started,
SHAW-015,Etabli,"84 T St NW, Washington, DC, DC, 20001",Bar,Shaw,4.3,57,,73,38.91543554478862,-77.0119371,+12025598043,c5o92Sw8AZBBiNVhk_hHPg,Not Started,
ADAM-015,Sofra,"2623 Connecticut Ave NW, Washington, DC, DC, 20008",Bar,Adams Morgan,4.5,77,,73,38.92423,-77.05152,+12024501248,uZjJtsMVOPl-_QPDGXUiow,Not Started,
ADAM-016,Tamashaa,"3115 14th St NW, Washington, DC, DC, 20010",Bar,Adams Morgan,4.4,86,,73,38.929705,-77.032287,+12029181000,H0iYuc-jMZIk2-UFjZ5mvQ,Not Started,
COLH-025,Marx Cafe,"3203 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,3.4,192,$$,73,38.93139,-77.03814,+12025187600,XnJcGw52aPqxLbPwRVS3qg,Not Started,
COLH-026,The Coupe,"3415 11th St NW, Washington, DC, DC, 20010",Restaurant,Columbia Heights,3.4,1113,$$,73,38.9325790405273,-77.028190612793,+12022903342,sfrw2w1T_ZWgZ6qZ6qWUbg,Not Started,
PETW-006,Casa Mia,"4600 14th St NW, Washington, DC, DC, 20011",Cafe,Petworth,4.9,15,,73,38.94626096250965,-77.03296573461762,+12404911145,1vMqGdg2daSCIr22DfBJyQ,Not Started,
HST-054,Serenata,"1280 4th St NE, Washington, DC, DC, 20002",Bar,H Street NE,3.9,73,,73,38.9086648,-76.9996112,,SU_Jz0IO20uYHmcv_BA61A,Not Started,
HST-055,JINYA Ramen Bar - Union Market,"1259 4th St NE, Washington, DC, DC, 20002",Bar,H Street NE,3.8,73,,73,38.9081,-76.99949,+12028880755,m-RPPe7xpTE-6aghGmzCDg,Not Started,
HST-056,Hi-Lawn,"1309 5th St NE, Washington, DC, DC, 20002",Bar,H Street NE,3.5,83,,73,38.90831798837328,-76.99707017337843,+12024810958,XcQfWF73bplLl5z-pQBplA,Not Started,
HST-057,Indigo,"243 K St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,4.2,1143,$$,73,38.902205,-77.002233,+12025444777,n-6O6I7pmmpwkW2pCO-zDw,Not Started,
CAPH-054,The Eastern,"360 7th St SE, Washington, DC, DC, 20003",Wine Bar,Capitol Hill / Barracks Row,4.5,67,,73,38.88536,-76.99589,+12026217950,NrcmijxApVyYpjdISNEbLQ,Not Started,
NAVY-014,Sapodilla’s,"1215 Marion Barry Ave SE, Washington, DC, DC, 20020",Bar,Navy Yard / The Wharf,4.2,75,,73,38.86711760141528,-76.9881352,+12026783388,dpAe7J7bayOAAPmXh6zEjw,Not Started,
NAVY-015,21st Amendment Bar & Grill,"550 C St SW, Washington, DC, DC, 20024",Bar,Navy Yard / The Wharf,2.5,187,$$,73,38.88568159368569,-77.0197233445316,+12024794000,z0PHLK8WtX-34Y4677OTwQ,Not Started,
NAVY-016,Milk + Honey Café,"400 4th St SW, Washington, DC, DC, 20472",Coffee,Navy Yard / The Wharf,2.9,11,,73,38.8847507,-77.0174558,,_cO9o8om4B2kfTrregwYug,Not Started,
NAVY-017,Mars Cafe,"Independence Ave SW, Washington, DC, DC, 20597",Cafe,Navy Yard / The Wharf,2.2,17,,73,38.8875785,-77.0197959,,R7MAkqo-CPA6wEfFEG6-hg,Not Started,
PENN-088,Elephant & Castle,"1201 Pennsylvania Ave NW, Washington, DC, DC, 20004",Restaurant,Penn Quarter / Chinatown,3.4,1151,$$,73,38.8955765720028,-77.028547874205,+12023477707,zgBaE2kqiHVtvcC1RetcTw,Not Started,
PENN-089,The Occidental,"1475 Pennsylvania Ave NW, Washington, DC, DC, 20004",Bar,Penn Quarter / Chinatown,4.5,84,$$$,73,38.89672,-77.032853,+12022418000,09t1c--C1-NjRnaJ_FIIWw,Not Started,
PENN-090,HipCityVeg,"712 7th St NW, Washington, DC, DC, 20001",Restaurant,Penn Quarter / Chinatown,4.3,1202,$$,73,38.8989524841309,-77.022216796875,+12026218057,-IBCLfj6PgbmHhVCvZUUbg,Not Started,
PENN-091,Bantam King,"501 G St NW, Washington, DC, DC, 20001",Restaurant,Penn Quarter / Chinatown,4.0,1022,$$,73,38.89851129677248,-77.01916099999944,+12027332612,NJTiNJC_TwlIfgeUEyF9zQ,Not Started,
PENN-092,&pizza,"1005 E St NW, Washington, DC, DC, 20004",Restaurant,Penn Quarter / Chinatown,4.3,1194,$$,73,38.8963050035053,-77.02636805246578,+12023189509,yn_AY6kJSoe1GtxLbBzF8g,Not Started,
PENN-093,Ella's Wood Fired Pizza,"610 9th St NW, Washington, DC, DC, 20004",Restaurant,Penn Quarter / Chinatown,3.7,874,$$,73,38.897796359006136,-77.02421497413222,+12026383434,DDtCSZigubxFQLBxgJQP5Q,Not Started,
PENN-094,Fiola,"601 Pennsylvania Ave NW, Washington, DC, DC, 20004",Restaurant,Penn Quarter / Chinatown,4.2,872,$$$$,73,38.89388303448501,-77.02060594637774,+12026282888,wUQNzrnG2J9Er8rfEP8Fkg,Not Started,
PENN-095,Mastro's Steakhouse,"600 13th St NW, Washington, DC, DC, 20005",Restaurant,Penn Quarter / Chinatown,3.8,1024,$$$$,73,38.8976793,-77.0299369,+12023471500,lInP4VJiKfC78WXcu84KRw,Not Started,
PENN-096,Compass Coffee,"435 11th St NW, Washington, DC, DC, 20004",Coffee,Penn Quarter / Chinatown,3.8,11,,73,38.89597,-77.02681,,ryEwIoIQHr3R7POEJs8Pzw,Not Started,
GTWN-064,CUT DC,"1050 31st St NW, Washington, DC, DC, 20007",Bar,Georgetown,3.8,84,,73,38.9039578,-77.06128270079962,+12026172424,E7o-WVKqzFrBuRmLPVWoCg,Not Started,
GTWN-065,Georgetown Piano Bar,"3287 M St NW, Washington, DC, DC, 20007",Bar,Georgetown,3.4,186,$$,73,38.9052803619136,-77.0656941217989,+12028273236,Vuklewv1YTzZfoCodj-I5Q,Not Started,
GTWN-066,Mr Smith's of Georgetown,"3205 K St NW, Washington, DC, DC, 20007",Bar,Georgetown,3.3,186,$$,73,38.9028167724609,-77.0631332397461,+12023333104,2owgAPNF2AkqWGXsQoDCIg,Not Started,
GTWN-067,The Rooftop at The Graham,"1075 Thomas Jefferson St NW, Washington, DC, DC, 20007",Bar,Georgetown,3.3,72,$$$,73,38.904775,-77.059903,+12023370900,TnEpaVX3aERFwZpLihLs5Q,Not Started,
GTWN-068,Bodega Spanish Tapas & Lounge,"3116 M St NW, Washington, DC, DC, 20007",Restaurant,Georgetown,3.6,1116,$$,73,38.90497,-77.06175,+12023334733,dn079TSJ6GryvRICyC1hYg,Not Started,
GTWN-069,Pinstripes,"1064 Wisconsin Ave NW, Washington, DC, DC, 20007",Restaurant,Georgetown,3.6,849,$$,73,38.90452,-77.06306,+12026256500,PVJOuq8CPm3gwKJQvaVzIA,Not Started,
GTWN-070,CIRCA at Foggy Bottom,"2221 I St NW, Washington, DC, DC, 20037",Restaurant,Georgetown,3.9,976,$$,73,38.9009382,-77.04997290606106,+12025065589,YuwheHAbE4mZRJEbcuBwFw,Not Started,
GTWN-071,The George Town Club,"1530 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.2,11,,73,38.90961,-77.06472,+12023339330,BGsdpekF65U0Xpy1SBdMJg,Not Started,
GLOV-009,Glover Park Grill,"2505 Wisconsin Ave NW, Washington, DC, DC, 20007",Wine Bar,Glover Park / Cathedral,3.3,60,,73,38.923364,-77.072736,+12026255400,7RIQwHjjxAwJJr0dTToA_w,Not Started,
GLOV-010,Dolan Coffee,"3518 Connecticut Ave NW, Washington, DC, DC, 20008",Coffee,Glover Park / Cathedral,3.9,10,,73,38.93616,-77.05916,+12029682002,7WSgnAo20aMw7J1aiYRYnw,Not Started,
WOOD-001,Merriweather Cafe,"4155 Linnean Ave NW, Washington, DC, DC, 20008",Cafe,Woodley Park / Cleveland Park,3.7,16,,73,38.94364,-77.05262,+12026865807,jOZoQgB-5ZYx5Oy5TXfzyA,Not Started,
BROOK-007,Busboys and Poets,"625 Monroe St NE, Washington, DC, DC, 20017",Restaurant,Brookland,3.9,859,$$,73,38.931965,-76.997107,+12026367230,SRTM5QufPvXUXoHDrX6HgQ,Not Started,
DUP-202,Annabelle,"2132 Florida Ave NW, Washington, DC, DC, 20008",Bar,Dupont Circle,4.1,164,$$$,72,38.912771,-77.0472214,+12029165675,TTWi2uqULzLTxwev6EpDHQ,Not Started,
DUP-203,Le Sel,"1315 16th St NW, Washington, DC, DC, 20005",Wine Bar,Dupont Circle,3.8,55,,72,38.90823331668285,-77.03646160223614,+12022346399,-3azM8nquLKRU1JdkKY3wQ,Not Started,
DUP-204,The Fireplace,"2161 P St NW, Washington, DC, DC, 20037",Bar,Dupont Circle,3.4,61,$,72,38.9097694,-77.0485768,+12022931293,IDcQuCGshOMVZWREK7hiLQ,Not Started,
DUP-205,India Gate,"2020 P St NW, Washington, DC, DC, 20036",Bar,Dupont Circle,3.0,155,$$,72,38.9093919,-77.045865,+12022931555,jLuNzrAo5yKwmShibwK1fA,Not Started,
DUP-206,Nando's,"1210 18th St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,3.8,968,$$,72,38.90615,-77.0419304,+12026218600,DpbjPj8eCAvJpcdtswH9hQ,Not Started,
DUP-207,La Tomate,"1701 Connecticut Ave NW, Washington, DC, DC, 20009",Restaurant,Dupont Circle,3.4,652,$$,72,38.9131317138672,-77.0451049804688,+12026675505,Itr5xzA-HYutslWNSwkOzA,Not Started,
DUP-208,Sette Osteria,"1666 Connecticut Ave NW, Washington, DC, DC, 20009",Restaurant,Dupont Circle,3.4,801,$$,72,38.91242274254675,-77.04543714963413,+12024833070,pUjKDQF0ifCph9AzujZbhg,Not Started,
DUP-209,Shōtō,"1100 15th St NW, Washington, DC, DC, 20005",Restaurant,Dupont Circle,3.9,665,,72,38.90390989745269,-77.03522529114443,,1A76PpMVGbLIbvxjVW-MqQ,Not Started,
DUP-210,Honey Tree Deli,"1250 24th St NW, Washington, DC, DC, 20037",Coffee,Dupont Circle,4.9,9,$,72,38.9065170288086,-77.0519180297852,+17036597938,Zk_1iwh2zTZ-5T84oC7nJg,Not Started,
DUP-211,Slipstream,"1899 Pennsylvania Ave NW, Washington, DC, DC, 20006",Coffee,Dupont Circle,0.0,0,,72,38.900371487032174,-77.04315359017833,,wEImqYxpOdfwCgVnqgS3_w,Not Started,
DUP-212,WFM Coffee Bar,"1440 P St NW, Washington, DC, DC, 20005",Coffee,Dupont Circle,0.0,0,,72,38.909371,-77.033419,+12023324300,S8bR4jX9x4F8N-rAPH9qZw,Not Started,
DUP-213,WFM Coffee Bar,"2201 I St NW, Washington, DC, DC, 20037",Coffee,Dupont Circle,0.0,0,,72,38.900843,-77.049016,+12022961660,_SzoJA-f-wT-EnH4pJZABw,Not Started,
DUP-214,Mixed Tea,"Washington, DC, DC, 20013",Coffee,Dupont Circle,0.0,0,$,72,38.9,-77.04,,hDJpd-NJWwBazhjew3PsGA,Not Started,
DUP-215,Awecherry Coffee,"1850 St NW, Washington, DC, DC, 20433",Coffee,Dupont Circle,0.0,0,,72,38.9013636550535,-77.04285116492922,+12028540729,O1Ew8TFqlA5XcoqwkuvCRg,Not Started,
DUP-216,The Sweet Life of Tea,"1775 Eye ST NW, Washington, DC, DC, 20006",Coffee,Dupont Circle,0.0,0,,72,38.9015655,-77.03756709999999,+12404085825,wMUpZ6HjNl3d4dujRzu4Pw,Not Started,
DUP-217,GW Campus Dining,"800 21st Street Nw Marvin Ctr, Washington, DC, DC, 20052",Coffee,Dupont Circle,0.0,0,,72,38.900251,-77.047423,+12029947472,NUrBPkhafEjYSet8gxCZVg,Not Started,
DUP-218,First American Title,"1025 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,0.0,0,,72,38.90332,-77.03934,+12025442400,C6z5Jjj17OpkzYi2lXX6cg,Not Started,
DUP-219,Andalus Coffee Shop,"2118 18th St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,0.0,0,,72,38.91849,-77.04191,+12022220131,zUzeX4Hh6jwuEzh7vCS-0Q,Not Started,
DUP-220,Bonne Vie Cafe & Bistro,"1604 U St NW, Washington, DC, DC, 20009",Cafe,Dupont Circle,4.2,12,,72,38.9170338170089,-77.0368702,+12025738031,SErkvSPEKDrwhoyAVMOQzg,Not Started,
DUP-221,Point Chaud Cafe & Crepes,"2201 G St NW, Washington, DC, DC, 20052",Cafe,Dupont Circle,2.8,14,$$,72,38.899006,-77.049162,+12027830304,126U1jw6Xs66zB6SXP43wQ,Not Started,
LOG-065,El Sol Restaurant & Tequileria,"1227 11th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.1,773,$$,72,38.9066,-77.02667,+12028154789,H7TtoMf-RZ9eF0V2as4E9g,Not Started,
LOG-066,Baan Mae,"1604 7th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.5,61,,72,38.9113884,-77.02209094450578,,Xk5-Y2EtItLZ9nPmolQxJA,Not Started,
LOG-067,Segreto,"1932 9th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.2,60,,72,38.9165130525252,-77.02435369999999,+12029093192,5A-tqdStXDTycYQqnlpdBw,Not Started,
LOG-068,All Souls Bar,"725 T St NW, Washington, DC, DC, 20001",Bar,Logan Circle,3.9,145,$$,72,38.9157506,-77.0227059,+12027335929,5K8Nqsl-Gkx67Zgkf0swSQ,Not Started,
LOG-069,Chercher Ethiopian Restaurant & Mart,"1334 9th St NW, Washington, DC, DC, 20001",Restaurant,Logan Circle,4.4,890,$$,72,38.90836,-77.0241999,+12022999703,AyfkWVvG4tHpXcMWneOTpg,Not Started,
LOG-070,Rumi’s Kitchen,"640 L St NW, Washington, DC, DC, 20001",Restaurant,Logan Circle,4.5,837,$$$,72,38.9040351,-77.0213156,+12029009106,6DfvePESplgO-68S_O08BQ,Not Started,
LOG-071,Teddy Roosevelt Coffee,"999 9th St NW, Washington, DC, DC, 20001",Coffee,Logan Circle,0.0,0,,72,38.9016723632812,-77.0234069824219,+19168057861,cZbsaqOFRWRaIZemQITc2g,Not Started,
14TH-028,Landmark Theatres - Atlantic Plumbing Cinema,"807 V St NW, Washington, DC, DC, 20001",Bar,14th Street Corridor,4.0,166,$$,72,38.9179353545148,-77.0232343669398,+12025341965,VG_dXLmeycsE-vMN2CQd-A,Not Started,
14TH-029,Federalist Pig,"1654 Columbia Rd NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,4.3,933,$$,72,38.925033,-77.038606,,bdb85Aq7xN9gajZs5xAi5w,Not Started,
14TH-030,Cafe Saint-Ex,"1847 14th St NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,3.3,662,$$,72,38.915423,-77.031673,+12022657839,1BdE1gmK6cODBn459o0g8A,Not Started,
14TH-031,Dukem Ethiopian Restaurant,"1114-1118 U St NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,3.5,988,$$,72,38.9168651,-77.0272867,+12026678735,twf8gcIlhDbaWX-rUCdjiw,Not Started,
14TH-032,Compass Coffee,"1827 Adams Mill Rd NW, Washington, DC, DC, 20009",Coffee,14th Street Corridor,4.3,8,,72,38.923492,-77.04314,,HPsJJJjT7Ezo6zjRA9pQdw,Not Started,
14TH-033,Green Druzilla,"1375 Fairmont St NW, Washington, DC, DC, 20009",Coffee,14th Street Corridor,0.0,0,,72,38.9251099,-77.0318099,+12024833552,KWKTi1n5lI7l0c_t3HERpA,Not Started,
14TH-034,Crab Plug,"2917 Georgia Ave NW, Washington, DC, DC, 20001",Bar,14th Street Corridor,2.6,66,,72,38.92780494649332,-77.0227778806261,+12024231120,dGYt9J76qeiZ7CX-MviirA,Not Started,
UST-002,Shaw's Tavern,"520 Florida Ave NW, Washington, DC, DC, 20001",Restaurant,U Street,3.6,910,$$,72,38.91518,-77.0197,+12025184092,fnwftjh4oBrN1_cfC15rog,Not Started,
SHAW-016,Ottoman Taverna,"425 I St NW, Washington, DC, DC, 20001",Restaurant,Shaw,4.2,881,$$,72,38.901722,-77.016332,+12028470389,7HXY4dHgn83UAAh1Ib5vdA,Not Started,
ADAM-017,Flavorture,"2609 24th St NW, Washington, DC, DC, 20008",Bar,Adams Morgan,4.0,163,,72,38.92404209709753,-77.05238693107673,+12024504118,j1J9Fb24dqustqpkAAIYAA,Not Started,
ADAM-018,OKPB,"3165 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Adams Morgan,4.5,63,,72,38.93075,-77.03782,,XRcXE869Zr1GYgBT8ay8aA,Not Started,
ADAM-019,Lebanese Taverna,"2641 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Adams Morgan,3.7,871,$$,72,38.92477,-77.0517799,+12022658681,XZaZKVxWoYJloBZF_ASqoA,Not Started,
ADAM-020,Pho 14,"1436 Park Rd NW, Washington, DC, DC, 20010",Restaurant,Adams Morgan,3.8,875,$$,72,38.930646,-77.033999,+12029862326,Koh2_RnEr55Bl1Fb1xAO-g,Not Started,
ADAM-021,Sabeh Cafe,"1400 Irving St NW, Washington, DC, DC, 20010",Coffee,Adams Morgan,0.0,0,,72,38.928523237954856,-77.0333516510421,+12028917130,xQMO1MCTcicFqUHy8qi-rA,Not Started,
COLH-027,Buddy’s DC,"3234 11th St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,4.3,61,$$,72,38.930497,-77.028104,+12023320125,bwhIES5P9kzpXkPEhxaLjA,Not Started,
COLH-028,Zeba,"3423 14th St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,3.9,141,$$,72,38.93224,-77.03247,+12025064603,Ad9JeEE8ypKc1iXVq-87Ww,Not Started,
COLH-029,Sonny's Pizza,"3120 Georgia Ave NW, Washington, DC, DC, 20010",Bar,Columbia Heights,3.6,171,$$,72,38.92968,-77.02362,+12026017701,Mm655ZtAomY47VkxQlLKbw,Not Started,
COLH-030,Lyman's Tavern,"3720 14th St NW, Washington, DC, DC, 20011",Bar,Columbia Heights,4.2,143,$,72,38.93774620335643,-77.0329999467969,+12027230502,pfK6JR6596xmyRBb-0D6uA,Not Started,
COLH-031,Uno Mas DC,"3911 Georgia Ave NW, Washington, DC, DC, 20011",Bar,Columbia Heights,3.7,58,$$,72,38.93913011114597,-77.02458848331811,+12025065095,wvfoc76Iyd4pBqUgM6Kv-w,Not Started,
